Timestamp,Trip_ID,Driver_ID,Speed_kmh,Acceleration_ms2,Slope_%,Distance_Travelled_km,Vehicle_Weight_kg,Payload_kg,Battery_Temperature_C,Weather_Condition,Traffic_Condition,Driving_Mode,Road_Type,Wind_Speed_mps,Tire_Pressure_PSI,GPS_Elevation_m,State_of_Charge_pct,Motor_RPM,Motor_Torque_Nm,Motor_Efficiency,Battery_Voltage_V,Battery_Current_A,Regen_Energy_kWh,Theoretical_Power_Demand,Theoretical_Energy_kWh,Energy_Consumption_kWh
2025-01-01 08:28:00,trip_1,Driver_13,23.2,-0.166,3.91,0.359,1800,100,29.54,Rain,Free,Eco,Hilly,4.54,35.6,371.5,75.12,1585.0,27.5,0.906,358.1,12.8,0.0,4.9676,0.083,0.0913
2025-01-01 08:28:30,trip_1,Driver_14,74.47,1.151,1.03,1.248,1900,0,23.02,Clear,Light,Normal,Urban,4.8,35.2,384.3,73.17,5088.0,110.0,0.887,355.8,164.7,0.0,63.7056,1.153,1.328
2025-01-01 08:29:00,trip_1,Driver_15,6.92,-1.853,0.16,0.094,1700,0,27.47,Rain,Light,Eco,Urban,2.68,34.1,384.5,73.17,500.0,-105.4,0.824,360.2,-5.7,0.0279,-6.0002,0.0,0.0123
2025-01-01 08:29:30,trip_1,Driver_19,81.3,0.238,0.16,1.371,1700,50,16.88,Cloudy,Light,Sport,Urban,2.7,35.3,386.7,72.46,5555.0,35.3,0.834,353.6,58.1,0.0,22.3339,0.4068,0.4798
2025-01-01 08:30:00,trip_1,Driver_1,16.27,0.337,2.51,0.272,1800,0,24.4,Clear,Moderate,Eco,Urban,2.45,33.1,393.5,72.27,1112.0,51.3,0.883,354.5,16.9,0.0,6.4982,0.1173,0.1343
2025-01-01 08:30:30,trip_1,Driver_19,39.77,-2.001,-0.83,0.657,1600,0,25.38,Clear,Free,Normal,Urban,2.1,31.8,388.1,72.27,2717.0,-118.3,0.947,355.8,-37.9,0.2228,-36.5829,0.0,0.0
2025-01-01 08:31:00,trip_1,Driver_16,17.27,0.071,-0.2,0.311,1600,50,29.65,Rain,Light,Eco,Urban,4.66,33.9,387.4,72.21,1180.0,13.1,0.873,356.0,4.5,0.0,1.7571,0.0342,0.0447
2025-01-01 08:31:30,trip_1,Driver_18,0.0,0.8,-0.61,0.027,1700,0,29.77,Cloudy,Free,Eco,Urban,3.79,32.3,387.3,72.21,500.0,0.0,0.824,356.8,0.0,0.0,0.0,0.0,0.0074
2025-01-01 08:32:00,trip_1,Driver_2,27.29,-1.11,-0.21,0.456,1600,150,24.65,Cloudy,Free,Eco,Urban,1.09,30.5,386.3,72.21,1865.0,-65.9,0.913,354.6,-8.1,0.048,-13.9875,0.0,0.0
2025-01-01 08:32:30,trip_1,Driver_3,8.72,1.748,1.15,0.151,1900,0,29.96,Clear,Free,Eco,Urban,2.14,30.5,388.0,71.93,596.0,148.2,0.875,357.1,25.9,0.0,10.0509,0.188,0.1966
2025-01-01 08:33:00,trip_1,Driver_10,67.83,-0.434,0.58,1.116,1600,0,21.79,Clear,Moderate,Normal,Urban,3.09,33.9,394.5,71.93,4634.0,-8.7,0.88,357.8,-1.0,0.0059,-4.5649,0.0,0.0
2025-01-01 08:33:30,trip_1,Driver_13,57.74,0.94,2.79,0.957,1700,100,14.29,Rain,Moderate,Normal,Urban,3.13,35.3,421.2,70.51,3945.0,99.2,0.958,349.7,117.2,0.0,44.5311,0.7971,0.8154
2025-01-01 08:34:00,trip_1,Driver_19,61.02,-0.617,-1.05,1.038,1700,50,22.06,Clear,Free,Normal,Urban,3.24,35.0,410.3,70.51,4169.0,-34.4,0.911,356.3,-5.2,0.0315,-16.3075,0.0,0.0
2025-01-01 08:34:30,trip_1,Driver_1,35.38,1.495,1.85,0.608,1500,100,20.26,Clear,Moderate,Normal,Urban,2.57,35.7,421.6,69.52,2417.0,114.8,0.978,352.3,82.5,0.0,31.5897,0.5863,0.588
2025-01-01 08:35:00,trip_1,Driver_5,49.7,-0.088,-1.59,0.835,1600,50,28.72,Clear,Heavy,Normal,Urban,3.34,30.6,408.3,69.52,3396.0,-3.2,0.945,357.2,-3.2,0.0192,-1.229,0.0,0.0123
2025-01-01 08:35:30,trip_1,Driver_18,23.27,0.874,0.15,0.353,1900,50,26.04,Clear,Light,Eco,Urban,2.06,31.0,408.8,69.14,1590.0,79.1,0.925,355.8,37.0,0.0,14.3119,0.2345,0.2518
2025-01-01 08:36:00,trip_1,Driver_9,49.06,-1.44,1.28,0.781,1800,150,35.19,Cloudy,Free,Normal,Urban,2.46,33.2,418.8,69.14,3352.0,-85.4,0.946,359.8,-24.0,0.1375,-32.5937,0.0,0.0
2025-01-01 08:36:30,trip_1,Driver_4,53.74,-0.857,-1.46,0.908,1900,0,27.12,Fog,Moderate,Normal,Urban,2.9,32.8,405.6,69.14,3672.0,-59.4,0.936,354.7,-11.0,0.0659,-24.8224,0.0,0.0
2025-01-01 08:37:00,trip_1,Driver_10,31.62,-1.242,-0.92,0.548,1500,0,17.75,Cloudy,Free,Normal,Urban,1.81,33.3,400.5,69.14,2160.0,-67.8,0.929,355.6,-10.7,0.0659,-16.6706,0.0,0.0
2025-01-01 08:37:30,trip_1,Driver_15,33.33,-0.437,0.37,0.511,1700,150,26.07,Cloudy,Free,Normal,Urban,0.78,34.7,402.4,69.14,2277.0,-16.9,0.934,357.5,-1.0,0.0055,-4.3681,0.0,0.0
2025-01-01 08:38:00,trip_1,Driver_4,14.93,0.319,0.98,0.243,1700,0,25.27,Clear,Moderate,Eco,Urban,2.03,32.1,404.8,69.02,1020.0,37.4,0.871,355.3,11.2,0.0,4.3406,0.0763,0.076
2025-01-01 08:38:30,trip_1,Driver_2,42.68,-1.65,-3.73,0.728,1900,0,31.31,Clear,Moderate,Normal,Urban,1.69,35.8,377.6,69.02,2916.0,-135.6,0.95,357.3,-38.2,0.2328,-45.0117,0.0,0.0
2025-01-01 08:39:00,trip_1,Driver_2,52.08,-0.049,3.88,0.86,1800,100,26.03,Rain,Heavy,Normal,Hilly,2.96,34.6,411.0,68.58,3558.0,38.6,0.955,350.7,41.0,0.0,15.637,0.2789,0.3127
2025-01-01 08:39:30,trip_1,Driver_10,90.69,0.771,-0.2,1.521,1600,0,32.81,Snow,Light,Sport,Urban,1.87,34.9,408.0,67.24,6196.0,65.9,0.814,356.7,119.8,0.0,46.4653,0.8416,1.0492
2025-01-01 08:40:00,trip_1,Driver_11,38.33,2.29,1.67,0.64,1900,50,24.67,Clear,Free,Normal,Urban,1.68,35.5,418.6,65.61,2619.0,198.7,0.98,356.7,152.8,0.0,59.2325,1.0681,1.0726
2025-01-01 08:40:30,trip_1,Driver_15,28.83,-0.249,2.02,0.474,1900,150,26.52,Clear,Light,Eco,Urban,4.34,31.0,428.2,65.55,1970.0,8.7,0.922,353.2,-0.3,0.0017,1.9455,0.0345,0.0552
2025-01-01 08:41:00,trip_1,Driver_7,44.53,-0.382,4.54,0.743,1500,0,22.4,Clear,Free,Normal,Hilly,1.46,33.5,462.0,65.4,3042.0,14.7,0.956,354.9,-1.0,0.0059,5.0739,0.0914,0.0969
2025-01-01 08:41:30,trip_1,Driver_7,106.83,0.054,2.75,1.738,1800,200,21.97,Clear,Light,Sport,Urban,0.03,32.0,509.8,64.18,7299.0,50.5,0.78,350.4,110.2,0.0,41.9738,0.7375,0.9705
2025-01-01 08:42:00,trip_1,Driver_9,23.77,0.187,1.03,0.4,1600,200,27.29,Cloudy,Light,Eco,Urban,3.85,34.2,513.9,64.01,1624.0,31.1,0.91,352.1,15.0,0.0,5.7497,0.1045,0.1162
2025-01-01 08:42:30,trip_1,Driver_4,48.62,-1.625,-0.29,0.832,1500,0,36.9,Rain,Heavy,Normal,Urban,2.71,32.0,511.5,64.01,3322.0,-84.8,0.947,360.3,-26.6,0.164,-32.0747,0.0,0.0
2025-01-01 08:43:00,trip_1,Driver_12,34.9,-1.067,1.37,0.582,1600,0,33.86,Clear,Moderate,Normal,Urban,3.35,34.6,519.4,64.01,2385.0,-47.3,0.938,358.5,-7.0,0.0418,-12.8385,0.0,0.0
2025-01-01 08:43:30,trip_1,Driver_12,61.17,-0.878,0.55,1.032,1600,100,30.99,Rain,Light,Normal,Urban,2.78,30.5,525.1,64.01,4179.0,-40.1,0.91,352.4,-8.7,0.0517,-19.0745,0.0,0.0
2025-01-01 08:44:00,trip_1,Driver_15,32.54,-0.329,1.43,0.549,1900,50,29.71,Rain,Light,Normal,Urban,2.42,36.0,533.0,64.01,2223.0,-1.9,0.932,354.7,-0.1,0.0006,-0.469,0.0,0.0186
2025-01-01 08:44:30,trip_1,Driver_8,35.99,0.239,1.25,0.565,1800,100,24.05,Clear,Light,Normal,Urban,2.54,32.5,540.0,63.69,2459.0,39.1,0.956,354.4,28.4,0.0,10.9476,0.1856,0.1868
2025-01-01 08:45:00,trip_1,Driver_3,67.68,0.109,0.47,1.135,1500,0,26.96,Clear,Light,Normal,Urban,1.78,35.9,545.4,63.32,4624.0,23.2,0.89,352.8,31.9,0.0,12.2154,0.2212,0.1925
2025-01-01 08:45:30,trip_1,Driver_11,7.99,1.397,3.58,0.152,1500,100,26.82,Clear,Light,Eco,Hilly,1.85,34.9,550.8,63.09,546.0,117.8,0.866,354.2,19.0,0.0,7.3195,0.1504,0.1969
2025-01-01 08:46:00,trip_1,Driver_16,10.73,0.17,1.98,0.192,1600,100,29.55,Clear,Light,Eco,Urban,0.59,34.0,554.6,62.99,733.0,33.9,0.851,356.4,7.3,0.0,2.8279,0.0546,0.0541
2025-01-01 08:46:30,trip_1,Driver_4,65.63,-1.429,-1.65,1.082,1700,0,22.29,Clear,Moderate,Normal,Urban,0.94,32.6,536.7,62.99,4484.0,-90.0,0.891,354.5,-34.1,0.1993,-45.9436,0.0,0.0
2025-01-01 08:47:00,trip_1,Driver_18,33.0,-0.292,-1.65,0.573,1700,0,26.04,Clear,Moderate,Normal,Urban,0.33,31.2,527.3,62.99,2255.0,-18.9,0.933,355.6,-0.7,0.0043,-4.8532,0.0,0.0055
2025-01-01 08:47:30,trip_1,Driver_3,84.26,0.579,-2.54,1.409,1700,0,30.0,Fog,Moderate,Sport,Urban,2.29,31.1,491.5,62.24,5757.0,40.2,0.825,356.0,68.0,0.0,26.3241,0.4754,0.5837
2025-01-01 08:48:00,trip_1,Driver_2,55.91,-0.031,-1.97,0.956,1500,50,28.14,Rain,Light,Normal,Urban,3.36,35.4,472.7,62.24,3820.0,-0.8,0.93,354.8,-0.9,0.0055,-0.3539,0.0,0.0
2025-01-01 08:48:30,trip_1,Driver_9,71.81,0.829,-0.71,1.176,1600,0,24.91,Snow,Light,Normal,Urban,3.07,32.6,464.3,61.17,4906.0,62.6,0.886,353.9,90.9,0.0,34.9716,0.6185,0.7248
2025-01-01 08:49:00,trip_1,Driver_2,57.19,0.752,1.02,0.954,1600,200,29.22,Rain,Moderate,Normal,Urban,3.87,31.4,474.1,60.18,3907.0,73.8,0.953,352.0,85.8,0.0,32.8369,0.5916,0.665
2025-01-01 08:49:30,trip_1,Driver_10,39.29,-0.3,-1.31,0.67,1600,150,27.2,Cloudy,Free,Normal,Urban,2.5,32.4,465.3,60.18,2684.0,-17.2,0.947,351.1,-0.8,0.0048,-5.2638,0.0,0.0
2025-01-01 08:50:00,trip_1,Driver_16,58.07,-1.029,0.65,0.982,1500,0,30.36,Clear,Heavy,Normal,Urban,2.07,31.4,471.7,60.18,3968.0,-43.5,0.922,355.1,-10.5,0.0631,-19.6518,0.0,0.0
2025-01-01 08:50:30,trip_1,Driver_16,9.89,-1.552,1.34,0.168,1700,150,20.31,Clear,Moderate,Eco,Urban,5.05,33.2,473.9,60.18,676.0,-91.3,0.834,352.5,-5.7,0.0341,-7.0256,0.0,0.0233
2025-01-01 08:51:00,trip_1,Driver_18,26.7,-0.106,0.01,0.458,1600,0,28.2,Cloudy,Free,Eco,Urban,0.08,35.2,474.0,60.16,1824.0,3.5,0.912,352.7,1.9,0.0,0.7246,0.0134,0.0
2025-01-01 08:51:30,trip_1,Driver_17,67.63,0.386,3.03,1.127,1600,50,28.61,Rain,Light,Normal,Hilly,3.26,30.9,508.1,59.2,4621.0,58.8,0.904,351.4,80.9,0.0,30.9152,0.5564,0.6208
2025-01-01 08:52:00,trip_1,Driver_15,35.22,1.829,0.7,0.576,1900,0,20.22,Clear,Moderate,Normal,Urban,2.39,35.9,512.1,57.9,2406.0,152.4,0.98,349.2,109.9,0.0,41.7307,0.7371,0.7595
2025-01-01 08:52:30,trip_1,Driver_4,80.87,-0.457,-0.09,1.312,1600,50,30.46,Fog,Heavy,Sport,Urban,2.08,31.1,511.0,57.9,5525.0,-12.4,0.822,354.4,-1.9,0.0109,-7.8053,0.0,0.0092
2025-01-01 08:53:00,trip_1,Driver_18,21.38,-0.16,-1.64,0.371,1900,100,18.73,Cloudy,Light,Eco,Urban,0.46,34.9,504.9,57.9,1461.0,-12.9,0.887,345.1,-5.7,0.0341,-2.15,0.0,0.0
2025-01-01 08:53:30,trip_1,Driver_16,53.26,2.311,0.44,0.873,1800,50,32.41,Clear,Free,Normal,Urban,2.96,32.3,508.7,55.67,3639.0,183.1,0.98,355.6,196.2,0.0,75.8512,1.3428,1.3956
2025-01-01 08:54:00,trip_1,Driver_10,12.34,-0.097,-3.02,0.2,1500,0,27.56,Rain,Light,Eco,Urban,3.97,31.6,502.7,55.67,843.0,-14.1,0.845,355.3,-3.5,0.0202,-1.3572,0.0,0.0
